UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Siomni???,@SiomniMedia,2020-07-10T14:36:17.000Z,"http://Siomni.com -   BRIEF-Fosun International Says HK Stock Exchange Confirmed That Fosun Pharma & Co May Proceed With Proposed Spin-Off & Separate Listing  https://siomni.com/brief-fosun-international-says-hk-stock-exchange-confirmed-that-fosun-pharma-co-may-proceed-with-proposed-spin-off-separate-listing/?€?siomni.com is for sale | HugeDomains
Extensive selection of high-quality domain names. Knowledgeable, friendly customer support.
hugedomains.com",,,,,['https://pbs.twimg.com/card_img/1357061040584892417/Mwyyq4nw?format=png&name=240x240'],https://twitter.com/SiomniMedia/status/1281598120145620992
CNBC-TV18,@CNBCTV18Live,2020-07-10T16:30:27.000Z,"Hyderabad-based Gland Pharma files Draft Red Herring Prospectus with SEBI for IPO, sources tell Moneycontrol.

Do note, Gland Pharma Is majority owned by China?€?s Shanghai Fosun Pharma

More here: http://shorturl.at/jo269",,7,9,55,['https://pbs.twimg.com/media/EclAfbIU8AEKKTW?format=jpg&name=small'],https://twitter.com/CNBCTV18Live/status/1281626850461192193
???????????????,@hirosetakao,2020-07-10T09:53:45.000Z,"https://wsj.com/articles/german-biotech-sees-its-coronavirus-vaccine-ready-for-approval-by-december-11594373400?mod=hp_lead_pos2?€?
????????????????????????BNTX)????????????WSJ????????????????€?????????????????????????????????????????????????????????????????????????????????????????????????????????????????€?WSJ News Exclusive | German Biotech Sees Its Coronavirus Vaccine Ready for Approval by December
BioNTech, which has partnered with Pfizer to develop a coronavirus vaccine, is confident it will be ready to seek regulatory approval by the end of the year, its CEO said. Several hundred million...
wsj.com",,3,23,226,['https://pbs.twimg.com/card_img/1357138936506707968/2wzD2W0e?format=jpg&name=small'],https://twitter.com/hirosetakao/status/1281527017968631810
"???????????????
?????????",@CrazeeNeco,2020-07-10T10:30:44.000Z,"Phase 3 trial, at the end of July.?€€???????????????????????????????????????
Shanghai Fosun Pharma???????????????????????????????????????????????????????????????????€????????????????????????????????????????????????????",????,,,,[],https://twitter.com/CrazeeNeco/status/1281536326920093696
Victoria A Vitali,@vickyvitali,2020-07-10T16:53:07.000Z,"BioNTech, Pfizer, and Fosun Pharma ?€? BNT162 https://genengnews.com/covid-19-candidates/biontech-pfizer-and-fosun-pharma-bnt162/?€? a trav??s de 
@GENbio??????????????????????????????????€?????????????
??????",,,,1,[],https://twitter.com/vickyvitali/status/1281632556320821248
Antonio Luiz M. C. Costa,@ALuizCosta,2020-07-10T17:13:40.000Z,"8. BioNTech / Pfizer / Fosun Pharma (Alemanha e EUA)
9. INOVIO (EUA)
10. CureVac (Alemanha)

A vacina da Sinovac ?? a que est?? sendo pesquisada em conjunto com o Instituto Butantan, em S??o Paulo. A da Oxford ser?? testada em trabalhadores da sa??de brasileiros.",,,,1,[],https://twitter.com/ALuizCosta/status/1281637725289013248
Kiran Madhani,@KiranMadhani4,2020-07-11T09:06:16.000Z,"Hyderabad-based Gland Pharma has filed preliminary papers with Sebi for an initial public offering (IPO) that includes a fresh issue of shares worth up to Rs 1,250 crore. Gland Pharma's fresh issue will also include anoffer for sale (OFS) of 3.48 crore shares",,1,,,[],https://twitter.com/KiranMadhani4/status/1281877458900234242
Kiran Madhani,@KiranMadhani4,2020-07-11T09:06:18.000Z,"News agency PTI reported. Backed by China's Fosun Pharma, the Hyderabad based Gland Pharma develops, manufactures and markets complex injectables. The issue date, price band, and other details have not yet been finalised.
As we wre all opposing China.Thn why this",,1,,,[],https://twitter.com/KiranMadhani4/status/1281877463719571456
WorldFishNews,@WorldFishNews,2020-07-11T08:17:33.000Z,"China?€?s Fosun Pharma backed Gland Pharma files IPO papers with SEBI, could raise Rs 5,000 crore http://tchfsh.com/RbP9dJ #worldnews #2020",,,,,['https://pbs.twimg.com/media/EcoZmpWUYAE7UG4?format=jpg&name=small'],https://twitter.com/WorldFishNews/status/1281865197175443456
Ritesh Sharma Lucknow,@RiteshSharmaL10,2020-07-11T11:48:03.000Z,"Shanghai Fosun Pharma backed Gland Pharma files for 5k Cr IPO

http://dhunt.in/aeHz8?s=a&uu=0x8ef0fd93877417fa&ss=pd?€?
Source : ""The Statesman"" via Dailyhunt

Download Now
http://dhunt.in/DWNDShanghai Fosun Pharma backed Gland Pharma files for 5k Cr IPO
Injectable drugs maker Gland Pharma, which is majority-owned by China's Shanghai Fosun Pharmaceutical (Fosun Pharma), has filed a draft red herring pro
m.dailyhunt.in",,,,,[],https://twitter.com/RiteshSharmaL10/status/1281918172543606784
Ritesh Sharma Lucknow,@RiteshS14741499,2020-07-11T11:48:58.000Z,"Shanghai Fosun Pharma backed Gland Pharma files for 5k Cr IPO

http://dhunt.in/aeHz8?s=a&uu=0x8ef0fd93877417fa&ss=pd?€?
Source : ""The Statesman"" via Dailyhunt

Download Now
http://dhunt.in/DWNDShanghai Fosun Pharma backed Gland Pharma files for 5k Cr IPO
Injectable drugs maker Gland Pharma, which is majority-owned by China's Shanghai Fosun Pharmaceutical (Fosun Pharma), has filed a draft red herring pro
m.dailyhunt.in",,,,,[],https://twitter.com/RiteshS14741499/status/1281918400000782336
Hindianews,@hindianews,2020-07-11T10:51:25.000Z,"China?€?s Fosun Pharma backed Gland Pharma files IPO papers with SEBI, could raise Rs 5,000 crore https://hindianews.com/chinas-fosun-pharma-backed-gland-pharma-recordsdata-ipo-papers-with-sebi-might-elevate-rs-5000-crore/?€?",,,,,[],https://twitter.com/hindianews/status/1281903917975195648
Subhash,@subhash1426,2020-07-12T14:34:42.000Z,"1. #Apple is forcing #Foxconn to move to India giving a ""carrot"" of USD1 billion
2. #FosunPharma backed #GlandPharma is readying for an IPO

CHINA started its ""unlock"" mode and raising funds or planning to do so using our resources! We must sustain our #AtmaNirbharBharatAbhiyan",,,,,[],https://twitter.com/subhash1426/status/1282322499498201090
Black Cube,@tantra341,2020-07-12T01:59:57.000Z,"GLAND PHARMA
(FOSUN PHARMA)
A Chinese company 
Ban company from raising IPO.",,,,,[],https://twitter.com/tantra341/status/1282132556838629376
NAMDEV Suryawanshi,@NAMDEVSuryawa11,2020-07-12T07:40:24.000Z,"Time to Boycott GLAND Pharma IPO, Chinese company Fosun Pharma owns 74% stake. #GLANDPharma should give road map to show how they will reduce the #Chinese Investment #BoycottChinaChinese-firm backed Gland Pharma files for IPO, could raise up to ???6,000 crore
Gland Pharma is a Hyderabad-based drug maker and is promoted by China's Fosun Pharma. The company was founded in 1978 by PVN Raju, and in 2017, Chinese company
businessinsider.in",,,,,[],https://twitter.com/NAMDEVSuryawa11/status/1282218237216710660
??????????????? ???????????€???,@pareekshyam67,2020-07-12T11:19:44.000Z,#bycott_IPO  ???????????????????????? ?????€ ??????????????€ ?????????????????? ?????????????????? ?????? ???????????€??? (Chinese owned Gland Pharma company ipo)  ?????€??? ?????€ ??????????????? ?????????????????? (Fosun Pharma) ?????? ?????????????????? ???????????€ ??????????????€ ?????? ???????????€ ?????? ????????? ???????????????????????? ???????????? ????????? ?????? ??????????????€ ????????? ????????€??? 74 ?????€????????€ ?????????????????????????????€ ?????€?????€ ??????????????€ ?????€ ?????????,,,2,3,[],https://twitter.com/pareekshyam67/status/1282273431115841537
Medical Dialogues,@medicaldialogs,2020-07-13T08:09:28.000Z,"Fosun-backed Gland Pharma files for Rs 6000-7000 crore IPO #glandpharma #glandpharmanews #ipo #sebi #FosunPharmaFosun-backed Gland Pharma files for Rs 6000-7000 crore IPO
The proposal for sale comprises of 1,93,68,686 equity shares by Fosun Pharma Industrial Pte Ltd, 1,00,47,435 equity shares by Gland Celsus Bio Chemicals, up to 35,73,014 equity shares by Empower...
medicaldialogues.in",,,1,,[],https://twitter.com/medicaldialogs/status/1282587937800990721
Rajeev Matta,@RajeevMatta,2020-07-13T17:46:15.000Z,"Modiji made you all happy by acting on Apps when China acted on our Map. 

Real trade goes on:

China's Fosun Pharma is planning Rs 6000 Cr IPO for its Indian subsidiary Gland Pharma. 1st Indian company with a Chinese promoter to make a debut on Dalal Street. 

Should U invest?",,11,73,149,[],https://twitter.com/RajeevMatta/status/1282733091522375680
Amit Singh,@theamitsingh179,2020-07-13T18:41:03.000Z,"So a Chinese company indirectly going to register in sebi. Actually Chinese pharma company Fosun pharma is the parent company of Gland pharma and holds approx 80% stakes of it. 
""Wah Modi ji wah""Gland Pharma Files IPO Papers With Sebi, Likely To Raise Rs 6,000-7,000 Crore
The IPO comprises a fresh issue of up to Rs 1,250 crore and an offer for sale of up to 3,48,63,635 equity shares by promoters.
moneycontrol.com",,1,,,['https://pbs.twimg.com/card_img/1354435190328676354/YvaPuOyo?format=jpg&name=small'],https://twitter.com/theamitsingh179/status/1282746883417362432
1worldobserver1,@1worldobserver1,2020-07-13T18:42:43.000Z,"?????? 
@paul_furberBioNTech is not excluding China, they are collaborating with Fosun Pharma, it's right on the pipeline website.",,2,,,[],https://twitter.com/1worldobserver1/status/1282747300717133824
Loncar Biotech ETFs,@LoncarFunds,2020-07-13T08:09:55.000Z,China BioPharma ETF mover alert: Shanghai Fosun Pharma closed up 10.9% during trading in Hong Kong today. http://loncarfunds.com/chna-holdings,,,,,['https://pbs.twimg.com/media/Ecyq14tWAAAE5NJ?format=jpg&name=small'],https://twitter.com/LoncarFunds/status/1282588051319988225
herbert.ou,@herbert_ou,2020-07-14T03:59:47.000Z,"On July 14, Fosun Pharma announced that the mRNA vaccine for prevention of COVID-19 (BNT162b1) for clinical trial study was approved by the State Drug Administration of China.
@BioNTech_Group",,,,,[],https://twitter.com/herbert_ou/status/1282887493407277056
Crwe World,@CrweWorld,2020-07-14T12:02:01.000Z,"Fosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical Trial ApplicatioFosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical...
Fosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical Trial Application by NMPA  
crweworld.com",,,,,['https://pbs.twimg.com/card_img/1356940107257962498/u1bMrV0Z?format=jpg&name=240x240'],https://twitter.com/CrweWorld/status/1283008850593890304
****,@cmencke,2020-07-14T15:26:08.000Z,AwesomeCapital: Fosun Pharma?€?s application for licensed COVID-19 v... https://awesomecapital.blogspot.com/2020/07/fosun-pharmas-application-for-licensed.html?spref=tw?€?,,,1,,[],https://twitter.com/cmencke/status/1283060216779681798
GlobalCapital Asia,@GlobalCapAsia,2020-07-14T23:00:01.000Z,Fosun Pharma plans Rp60bn Indian arm spin-off https://bit.ly/32mWM1c #india #Pharmaceutical #ipo,,,,,[],https://twitter.com/GlobalCapAsia/status/1283174438779985923
Jonathan Chan,@JChanPharma,2020-07-14T13:44:12.000Z,"Fosun Pharma soars after Beijing accepts application for vaccine trial https://scmp.com/business/companies/article/3093124/coronavirus-fosun-pharmaceutical-shares-surge-beijing-accepts?utm_source=Twitter&utm_medium=share_widget&utm_campaign=3093124?€? via 
@scmpnewsFosun Pharma soars after Beijing accepts application for vaccine trial
Fosun Pharmaceutical CEO Wu Yifang says the company hopes to begin clinical trial on the vaccine soon and is in close contact with China?€?s medical watchdog.
scmp.com",,,,1,['https://pbs.twimg.com/card_img/1356695416083910664/7UTyMOAP?format=jpg&name=small'],https://twitter.com/JChanPharma/status/1283034565129404418
Breaking News,@MarketCurrents,2020-07-14T13:41:51.000Z,"$BNTX - Fosun Pharma's application for licensed COVID-19 vaccine product OK'd in ChinaFosun Pharma's application for licensed COVID-19 vaccine product OK'd in China (NASDAQ:BNTX)
The National Medical Products Administration has accepted clinical trial application of Shanghai Fosun Pharmaceutical for the COVID-19 vaccine product candidate BNT162b1 (the...
seekingalpha.com",,,1,,['https://pbs.twimg.com/card_img/1356940025246732290/tVF5SYa0?format=png&name=240x240'],https://twitter.com/MarketCurrents/status/1283033972327321602
Conecta Arizona,@ConectaArizona,2020-07-14T16:15:41.000Z,"?????? 
@ConectaArizona1.     Universidad de Oxford y Astra Zeneca, Reino Unido, ensayos en fase III
2.     Moderna, Estados Unidos, ensayos en fase III
3.     CanSino Biologics, China, en ensayos
4.     Sinopharm, China, ensayos en fase III
5.     Sinovac Biotech, China, ensayos en fase III",,1,,,[],https://twitter.com/ConectaArizona/status/1283072684859916288
Conecta Arizona,@ConectaArizona,2020-07-14T16:15:41.000Z,"6.     Instituto de Biolog??a M??dica de China, China, ensayos en fase II
7.     Imperial College de Londres, Reino Unido, ensayos en fases I y II
8.     BioNTech / Pfizer / Fosun Pharma, Alemania y EE. UU., ensayos en fases I y II",,1,,,[],https://twitter.com/ConectaArizona/status/1283072685681958913
PRNAsia Healthcare,@PRNAhealth,2020-07-14T12:16:03.000Z,Fosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical Trial Application by NMPA http://zpr.io/HRYWE,,,,,[],https://twitter.com/PRNAhealth/status/1283012382911062019
Eric Ng,@EricNgSCMP,2020-07-14T08:36:57.000Z,"Fosun Pharma soars after Beijing accepts application for vaccine trialFosun Pharma soars after Beijing accepts application for vaccine trial
Fosun Pharmaceutical CEO Wu Yifang says the company hopes to begin clinical trial on the vaccine soon and is in close contact with China?€?s medical watchdog.
scmp.com",,,,1,['https://pbs.twimg.com/card_img/1356695416083910664/7UTyMOAP?format=jpg&name=small'],https://twitter.com/EricNgSCMP/status/1282957241159581696
Investor News,@newsfilterio,2020-07-14T13:45:34.000Z,Fosun Pharma's application for licensed COVID-19 vaccine product OK'd in China $BNTX https://newsfilter.io/articles/fosun-pharmas-application-for-licensed-covid-19-vaccine-product-okd-in-china-a282a222dd2e37b95d350a90329427df?€?,,,,,[],https://twitter.com/newsfilterio/status/1283034907879579650
Shehzad Younis,@shehzadyounis,2020-07-14T08:56:22.000Z,"Fosun Pharma soars after Beijing accepts application for vaccine trialFosun Pharma soars after Beijing accepts application for vaccine trial
Fosun Pharmaceutical CEO Wu Yifang says the company hopes to begin clinical trial on the vaccine soon and is in close contact with China?€?s medical watchdog.
scmp.com",,,,,['https://pbs.twimg.com/card_img/1356695416083910664/7UTyMOAP?format=jpg&name=small'],https://twitter.com/shehzadyounis/status/1282962128270393346
IMPharma News,@IMPharmaNews,2020-07-14T14:10:31.000Z,"Fosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical Trial Application by NMPAFosun Pharma Announces its Licensed COVID-19 Vaccine Product Receives Acceptance Notice of Clinical...
SHANGHAI, July 14, 2020 /PRNewswire/ ?€? Shanghai Fosun Pharmaceutical (Group) Co., Ltd. (?€?Fosun Pharma?€?, stock code: 600196.SH; 02196.HK) announces that its subsidiary Shanghai Fosun Pharmaceutical...
impharmanews.com",,,,,[],https://twitter.com/IMPharmaNews/status/1283041189239947267
Vanalich,@vanalich,2020-07-14T10:54:28.000Z,"Fosun Pharma soars after Beijing accepts application for vaccine trialFosun Pharma soars after Beijing accepts application for vaccine trial
Fosun Pharmaceutical CEO Wu Yifang says the company hopes to begin clinical trial on the vaccine soon and is in close contact with China?€?s medical watchdog.
scmp.com",,,,,['https://pbs.twimg.com/card_img/1356695416083910664/7UTyMOAP?format=jpg&name=small'],https://twitter.com/vanalich/status/1282991851247566849
Fosun Hive,@FosunHive,2020-07-15T16:20:26.000Z,"Let us join hands to cure the world! #Fosunpharma????????????
Fosun
@Fosun_Intl
 ?? 2020???7???15???
Great news from #Fosunpharma. Its licensed #COVID19 #vaccine receives acceptance notice of clinical trial application by National Medical Products Administration. We hope the clinical trial will be initiated soon to help beat the global pandemic. #BioNTech https://bit.ly/2Oq1cwa",,,,,['https://pbs.twimg.com/profile_images/950481206499459072/bcTV0okE_mini.jpg'],https://twitter.com/FosunHive/status/1283436268836159488
Fosun,@Fosun_Intl,2020-07-15T01:16:25.000Z,"Great news from #Fosunpharma. Its licensed #COVID19 #vaccine receives acceptance notice of clinical trial application by National Medical Products Administration. We hope the clinical trial will be initiated soon to help beat the global pandemic. #BioNTechFosun Pharma soars after Beijing accepts application for vaccine trial
Fosun Pharmaceutical CEO Wu Yifang says the company hopes to begin clinical trial on the vaccine soon and is in close contact with China?€?s medical watchdog.
scmp.com",,6,47,160,['https://pbs.twimg.com/card_img/1356695416083910664/7UTyMOAP?format=jpg&name=small'],https://twitter.com/Fosun_Intl/status/1283208766557573121
Michael E,@WTFallstreet,2020-07-15T07:12:38.000Z,"#2196 (HK) / Fosun Pharma, what a great stock to own   -->application for licensed COVID-19 vaccine product in China approved for the COVID-19 vaccine product candidate BNT162b1 (the ""Vaccine""), in-licensed from $BioNTech $bntx",,,,2,[],https://twitter.com/WTFallstreet/status/1283298409697415179
HospiMedica.com,@HospiMedica,2020-07-15T13:42:34.000Z,China?€?s Fosun Pharma Receives Acceptance Notice of Application for Clinical Trial of BioNTech?€?s mRNA COVID-19... https://hospimedica.com/covid-19/articles/294783478/chinas-fosun-pharma-receives-acceptance-notice-of-application-for-clinical-trial-of-biontechs-mrna-covid-19-vaccine.html?€?,,,,,['https://pbs.twimg.com/media/Ec-KWnnXYAMxX9D?format=jpg&name=small'],https://twitter.com/HospiMedica/status/1283396542062362629
MediHelp Solutions,@MediHelpWeb,2020-07-15T23:34:11.000Z,"China's Fosun Pharma Receives Acceptance Notice of Application for Clinical Trial of BioNTech...
https://medihelpweb.com/chinas-fosun-pharma-receives-acceptance-notice-of-application-for-clinical-trial-of-biontechs-mrna-covid-19-vaccine/?feed_id=51903&_unique_id=5f0f9272e90f5?€?",,,,,[],https://twitter.com/MediHelpWeb/status/1283545424863821829
ClinicalTrialsArena,@ArenaClinical,2020-07-16T09:33:33.000Z,China?€?s NMPA accepts Fosun Pharma?€?s Covid-19 vaccine trial submission http://dlvr.it/RbkRgf,,,,,['https://pbs.twimg.com/media/EdCa8iwU4AIdz03?format=jpg&name=small'],https://twitter.com/ArenaClinical/status/1283696260407365632
?????????????? GMP,@GMPnewsRU,2020-07-16T07:24:43.000Z,Fosun Pharma ???€???????????? ?????????????????? ???? ?????????? ?????????????? ???€???????? ?????€???????????€?????? ???? BioNTech - https://is.gd/XbveA8,,,,,['https://pbs.twimg.com/media/EdB9dVvXsAAhflf?format=jpg&name=small'],https://twitter.com/GMPnewsRU/status/1283663839121244160
AliFuatDuatepe,@Ralifuatduatepe,2020-07-16T11:21:52.000Z,"Almanya'da T??rk bilim insan?? Prof. Dr. U??ur ??ahin'in kurucu orta???? oldu??u biyoteknoloji firmas?? BioNTech'in geli??tirdi??i yeni tip koronavir??s (Kovid-19) a???? aday??, Almanya ve ABD'nin ard??ndan ??in'de insanlar ??zerinde test edilmeye ba??lanacak.GIF",,1,,7,['https://pbs.twimg.com/tweet_video_thumb/EdCzu1sWAAIh1wb.jpg'],https://twitter.com/Ralifuatduatepe/status/1283723520242057216
AliFuatDuatepe,@Ralifuatduatepe,2020-07-16T11:25:14.000Z,"Fosun Pharma, ""BNT162b1"" adl?? a???? aday??n??n birinci a??ama klinik denemeleri i??in ??in Ulusal T??p ??r??nleri ??daresinden onay ald??.
??in'de geli??tirmek/seri ??retmek ??zere lisans alan ??irket, 30 binden fazla dene??in kat??laca???? 2. ve 3. a??ama klinik denemelere ay sonunda ba??layacak.",,1,,3,[],https://twitter.com/Ralifuatduatepe/status/1283724370020532224
ZdravMedInfo,@ZdravMedInfo,2020-07-16T19:38:20.000Z,Fosun Pharma ???€???????????? ?????????????????? ???? ?????????? ?????????????? ???€???????? ?????€???????????€?????? ???? BioNTech http://zdravmedinfo.com/pharmnews.html?article=152638?€?,,,,,[],https://twitter.com/ZdravMedInfo/status/1283848459662118916
Tian_A1 (Thierry),@Tian_A1,2020-07-17T22:08:41.000Z,"#China to test BioNTech's #Coronavirus vaccine [ Anadolu #Agency ] Fosun Pharma obtained license for vaccine candidate from #German company, whose founder is Turkish scientist Ugur Sahin . Emre Aytekin 17. 07. 2020. China to .China to test BioNTech?€?s coronavirus vaccine
Fosun Pharma obtained license for vaccine candidate from German company, whose founder is Turkish scientist Ugur Sahin - Anadolu Agency
aa.com.tr",,,,,[],https://twitter.com/Tian_A1/status/1284248687607271425
AsiaMediaNetwork,@AsiaMediaNet,2020-07-17T18:08:38.000Z,Fosun Pharma Advances To Next Phase Of COVID-19 Trial - https://chinasourcingnews.com/2020/07/18/446974-fosun-pharma-advances-to-next-phase-of-covid-19-trial/?€?,,,,,[],https://twitter.com/AsiaMediaNet/status/1284188276752957440
xcarver,@xcarver,2020-07-17T21:11:55.000Z,"#??????????????? #2021??????????????????

???1??????????€?

???3??????????????????????€??????????????????? ????????????????????????????????????????????????????€?

???Fosun Pharma said in a filing that a unit will initiate a Phase I clinical trial of BNT162b1 ?€?China gives the go-ahead for human trials of BioNTech's COVID vaccine candidate - Express Pharma
The potential vaccine is one of the two most advanced candidates that BioNTech is working on with its partner Pfizer and they received ?€?fast track?€? status this week from the US Food and Drug Admini...
expresspharma.in",,,,,['https://pbs.twimg.com/card_img/1358693489769332736/K_iy3oz1?format=jpg&name=small'],https://twitter.com/xcarver/status/1284234401551810560
herbert.ou,@herbert_ou,2020-07-18T23:34:00.000Z,"Fosun pharma started the clinical trial of BNT162b1 in China on 18,July in Taizhou, Jiangsu. 
@BioNTech_Group
 @bradloncar",,,,1,['https://pbs.twimg.com/media/EdPufX2UYAAodTq?format=jpg&name=small'],https://twitter.com/herbert_ou/status/1284632544282116099
Major Gaurav Arya (Retd),@majorgauravarya,2020-07-19T04:02:55.000Z,"Not just Chinese companies but also investments in Indian companies must be probed. It?€?s not just about random investors. It?€?s about PLA investing in Indian ?€?assets?€? that it considers strategic. 

This is another dimension of 5th Generation warfare.Chinese companies in India under government lens over ?€?links?€? with PLA - Times of India
India Business News: A number of Chinese companies that are present in India, as well as some foreign companies with investments from across the border, are under the scan
timesofindia.indiatimes.com",,258,"2,021","9,134",['https://pbs.twimg.com/card_img/1357737118257139713/xfN493rj?format=jpg&name=small'],https://twitter.com/majorgauravarya/status/1284700218986885121
Vabhavi Shettigar,@vaibhavishttgr,2020-07-19T14:19:07.000Z,"That's right Sir, investigation should happen in the #startups and #jointventure level as well. Last week #FosunPharma a chinese firm holding 74 per cent stack in Hyderabad-based #GlandPharma was planning to raise money through an #IPO.",,,,,[],https://twitter.com/vaibhavishttgr/status/1284855290723135488
Divaker V Vittal ????????????????????? ?????? ?????????????????????,@divaker01,2020-07-19T01:23:14.000Z,"Covid-19 Vaccine Devp

University of Oxford/Astra-Zeneca
Stage: Phase 2B/3

Sinovac Biotech
Stage: Phase 3

Moderna/Niaid
Stage: Phase2/3
Biontech/Fosun Pharma/Pfizer
Stage: Phase 1/2/3

Cadila HC
Stage: Phase 1/2

Bharat Biotech
Stage: Phase 1/2

Serum Institute
Stage: Phase 3",,1,4,6,['https://pbs.twimg.com/media/EdQFa6gU8AEYaH-?format=png&name=small'],https://twitter.com/divaker01/status/1284660034589188096
Pradyumna Sahoo,@Pradyum93881392,2020-07-20T15:46:56.000Z,"?????? 
@otvkhabar
 ??? 
@otvnewsPhase III trials are set to begin July 27, and the company hopes to have vaccine doses ready by early 2021.
Updated July 15.The German company BioNTech has entered into collaborations with Pfizer, based in New York, and the Chinese drug maker Fosun Pharma to develop their mRNA vc",,,,,[],https://twitter.com/Pradyum93881392/status/1285239779886419968
Ronald M. Chavin,@rmchavin,2020-07-21T21:33:34.000Z,"7-21-2020:  Brazil recently agreed to become the guinea pigs for the Oxford/AstraZeneca vaccine & the Sinovac CoronaVac vaccine.  Today, Brazil agreed to become the guinea pigs for the Pfizer/Fosun Pharma/BioNTech COVID-19 vaccine:
https://reuters.com/article/us-health-coronavirus-brazil-vaccine/brazil-approves-human-trials-for-third-covid-19-vaccine-idUSKCN24M2V5?€?
https://en.wikipedia.org/wiki/COVID-19_vaccine#Clinical_trials_started_in_2020?€?Brazil approves human trials for third COVID-19 vaccine
Brazil on Tuesday approved clinical trials starting in August for a potential COVID-19 vaccine under joint development by U.S. pharmaceutical company Pfizer and Germany's BioNTech - the third such...
reuters.com",,,,,['https://pbs.twimg.com/card_img/1358557217960697856/WCY0jd2j?format=jpg&name=small'],https://twitter.com/rmchavin/status/1285689397623619584
J L Todd,@albertan48,2020-07-21T15:06:32.000Z,"Fosun Pharma's Covid-19 vaccine testing to begin, Cytokinetics deal for cardiovascular therapy, & STAT newsmaker: I-MAB's Joan Shen - todd258912@gmail.com - Gmail https://mail.google.com/mail/u/0/#inbox/FMfcgxwJWrhMQttHDcThHrxMVPPdzMQh?€?",,,,,[],https://twitter.com/albertan48/status/1285591997714030598
Brad Loncar,@bradloncar,2020-07-21T02:18:19.000Z,Fosun Pharma is $BNTX?€?s partner on the mRNA vaccines in China. They were approved to start trials late last week.,,,2,15,['https://pbs.twimg.com/media/EdanR1RXgAEx1QV?format=jpg&name=900x900'],https://twitter.com/bradloncar/status/1285398673216737280
ETHealthWorld,@ETHealthWorld,2020-07-22T14:00:21.000Z,"ETHealthworld | Tracking China?€?s vaccine projects #WalvaxBiotechnology #SuzhouAbogenBiosciences #ChinaSVaccine #Sinopharm #CansinoBiologics #SinovacBiotech #FosunPharmaTracking China?€?s vaccine projects - ET HealthWorld
The same day Oxford released its findings from phase I/II trial of its vaccine, CanSino Biologics released its report from a similar-phase trial of a ..
health.economictimes.indiatimes.com",,,,,[],https://twitter.com/ETHealthWorld/status/1285937730363330562
?????€?????????????????????,@iM8Q9hl1zQy1iO0,2020-07-22T21:54:04.000Z,NYT?€?????€??€?Pfizer Gets $1.95 Billion to Produce Coronavirus Vaccine by Year?€?s End?€??€?????????????????????????BioNTech??????????????????2000?????????????€??????????????????????1??????????€???????6????????????????€?????€???????????????????????€???????????????????BioNTech????????????FOSUN PHARMA??????????€??????????????€?????????????????????????????€?,,,,1,['https://pbs.twimg.com/media/Edj8cv9UcAAX2PB?format=jpg&name=small'],https://twitter.com/iM8Q9hl1zQy1iO0/status/1286056946949218304
Amit Rajan,@arpit971,2020-07-23T17:37:31.000Z,"What about Public money going to certain countries?

Gland Pharma 
Fosun Pharma 
IPO ????????????
NSitharamanOffice
@nsitharamanoffc
 ?? 2020???7???24???
The Govt. of India today amended the General Financial Rules 2017 to enable imposition of restrictions on bidders from countries which share a land border with India on grounds of defence of India, or matters directly or indirectly related thereto including national security.
?????????????????????",??? ??? ???,,1,,"['https://pbs.twimg.com/profile_images/1175978597338664966/vcW1JOvB_mini.jpg', 'https://pbs.twimg.com/media/EdoIdgOU4AAP9kB?format=jpg&name=small']",https://twitter.com/arpit971/status/1286354771016851457
?????????€?€?€?€?€???? | ????????????????????????,@rashed_saidi7,2020-07-24T16:46:56.000Z,"?????? 
@rashed_saidi7???????????? ???? ?????????????? ?????????????? ???????????????? ?????? ???????? ?????????? ?????????????????? ?? ???????????? ?????????? ???? ?????????????? ???? ?????????????? ?????????????????? ???????????????? ?????????????? ?????? ???????? Sinovac ?????????? ???? ???????????? ?????? 422 ??????.
???????????? ???? ?????????????? ?????????????? ?????? ?????? Novavax ??????????????????.",,1,3,9,[],https://twitter.com/rashed_saidi7/status/1286704430432358401
?????????€?€?€?€?€???? | ????????????????????????,@rashed_saidi7,2020-07-24T16:46:57.000Z,"???????????? ???????????? ?????????????? ???? ?????????????? ?????????????????? ?????????????? ?????????? ???? 3 ?????? ?????? ?????????? ?????????????????? ?????????????? ???????????????? BioNTech/Fosun Pharma/Pfizer ?? ?????? ???????????? ?????? 7800 ??????. 
?????? ?????????????? ???????????????????? ???? ???????? ???? ?????????? ???????????? ???????? ?????????????? ???????????? ?????? ?????????????????? ???????????????? ?????????? ?????????? ?????? ???????? ????????????!",,2,3,8,[],https://twitter.com/rashed_saidi7/status/1286704433661906945
